Anzahl in Prozent;Handy OS;;;;;
77,3;Android;;;;;
19,4;iOS;;;;;
3,3;Sonstige;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
