Nr.;Jahr;Gemeindeteilschlüssel;Gemeindeteilebene;Gemeindeteilname;Alter;Bevölkerung am Ort der Hauptwohnung
778;2017;0070;Stadtteil;Schönau;81;83
779;2017;0070;Stadtteil;Schönau;82;71
783;2017;0070;Stadtteil;Schönau;90+;83
789;2017;0081;Stadtteil;Waldhof;5;109
793;2017;0081;Stadtteil;Waldhof;9;112
794;2017;0081;Stadtteil;Waldhof;10;108
801;2017;0081;Stadtteil;Waldhof;17;104
806;2017;0081;Stadtteil;Waldhof;22;148
807;2017;0081;Stadtteil;Waldhof;23;147
810;2017;0081;Stadtteil;Waldhof;26;168
815;2017;0081;Stadtteil;Waldhof;31;188
820;2017;0081;Stadtteil;Waldhof;36;172
823;2017;0081;Stadtteil;Waldhof;39;147
827;2017;0081;Stadtteil;Waldhof;43;165
829;2017;0081;Stadtteil;Waldhof;45;143
834;2017;0081;Stadtteil;Waldhof;50;158
835;2017;0081;Stadtteil;Waldhof;51;151
838;2017;0081;Stadtteil;Waldhof;54;187
840;2017;0081;Stadtteil;Waldhof;56;147
847;2017;0081;Stadtteil;Waldhof;63;132
848;2017;0081;Stadtteil;Waldhof;64;110
850;2017;0081;Stadtteil;Waldhof;66;91
851;2017;0081;Stadtteil;Waldhof;67;107
852;2017;0081;Stadtteil;Waldhof;68;95
863;2017;0081;Stadtteil;Waldhof;79;93
865;2017;0081;Stadtteil;Waldhof;81;90
867;2017;0081;Stadtteil;Waldhof;83;73
871;2017;0082;Stadtteil;Gartenstadt;0;86
875;2017;0082;Stadtteil;Gartenstadt;4;78
879;2017;0082;Stadtteil;Gartenstadt;8;88
883;2017;0082;Stadtteil;Gartenstadt;12;98
884;2017;0082;Stadtteil;Gartenstadt;13;117
893;2017;0082;Stadtteil;Gartenstadt;22;100
896;2017;0082;Stadtteil;Gartenstadt;25;100
898;2017;0082;Stadtteil;Gartenstadt;27;86
899;2017;0082;Stadtteil;Gartenstadt;28;118
900;2017;0082;Stadtteil;Gartenstadt;29;97
906;2017;0082;Stadtteil;Gartenstadt;35;110
909;2017;0082;Stadtteil;Gartenstadt;38;113
910;2017;0082;Stadtteil;Gartenstadt;39;93
912;2017;0082;Stadtteil;Gartenstadt;41;129
916;2017;0082;Stadtteil;Gartenstadt;45;116
922;2017;0082;Stadtteil;Gartenstadt;51;206
931;2017;0082;Stadtteil;Gartenstadt;60;177
937;2017;0082;Stadtteil;Gartenstadt;66;120
938;2017;0082;Stadtteil;Gartenstadt;67;143
944;2017;0082;Stadtteil;Gartenstadt;73;114
948;2017;0082;Stadtteil;Gartenstadt;77;124
951;2017;0082;Stadtteil;Gartenstadt;80;99
952;2017;0082;Stadtteil;Gartenstadt;81;104
953;2017;0082;Stadtteil;Gartenstadt;82;106
954;2017;0082;Stadtteil;Gartenstadt;83;71
956;2017;0082;Stadtteil;Gartenstadt;85-89;219
959;2017;0083;Stadtteil;Luzenberg;1;32
962;2017;0083;Stadtteil;Luzenberg;4;34
963;2017;0083;Stadtteil;Luzenberg;5;29
976;2017;0083;Stadtteil;Luzenberg;18;45
980;2017;0083;Stadtteil;Luzenberg;22;47
981;2017;0083;Stadtteil;Luzenberg;23;44
982;2017;0083;Stadtteil;Luzenberg;24;57
983;2017;0083;Stadtteil;Luzenberg;25;65
986;2017;0083;Stadtteil;Luzenberg;28;60
987;2017;0083;Stadtteil;Luzenberg;29;65
988;2017;0083;Stadtteil;Luzenberg;30;53
989;2017;0083;Stadtteil;Luzenberg;31;47
991;2017;0083;Stadtteil;Luzenberg;33;42
992;2017;0083;Stadtteil;Luzenberg;34;52
997;2017;0083;Stadtteil;Luzenberg;39;49
1007;2017;0083;Stadtteil;Luzenberg;49;47
1013;2017;0083;Stadtteil;Luzenberg;55;31
1016;2017;0083;Stadtteil;Luzenberg;58;38
1020;2017;0083;Stadtteil;Luzenberg;62;26
1024;2017;0083;Stadtteil;Luzenberg;66;21
1032;2017;0083;Stadtteil;Luzenberg;74;8
1044;2017;0083;Stadtteil;Luzenberg;90+;4
1046;2017;0091;Stadtteil;Neuostheim;1;37
1047;2017;0091;Stadtteil;Neuostheim;2;26
1048;2017;0091;Stadtteil;Neuostheim;3;29
1049;2017;0091;Stadtteil;Neuostheim;4;22
1054;2017;0091;Stadtteil;Neuostheim;9;24
1057;2017;0091;Stadtteil;Neuostheim;12;22
1059;2017;0091;Stadtteil;Neuostheim;14;31
1069;2017;0091;Stadtteil;Neuostheim;24;29
1070;2017;0091;Stadtteil;Neuostheim;25;24
1075;2017;0091;Stadtteil;Neuostheim;30;34
1077;2017;0091;Stadtteil;Neuostheim;32;38
1079;2017;0091;Stadtteil;Neuostheim;34;45
1083;2017;0091;Stadtteil;Neuostheim;38;38
1084;2017;0091;Stadtteil;Neuostheim;39;43
1085;2017;0091;Stadtteil;Neuostheim;40;45
1094;2017;0091;Stadtteil;Neuostheim;49;41
1098;2017;0091;Stadtteil;Neuostheim;53;47
1106;2017;0091;Stadtteil;Neuostheim;61;33
1109;2017;0091;Stadtteil;Neuostheim;64;25
1114;2017;0091;Stadtteil;Neuostheim;69;36
1118;2017;0091;Stadtteil;Neuostheim;73;24
1119;2017;0091;Stadtteil;Neuostheim;74;30
1122;2017;0091;Stadtteil;Neuostheim;77;32
1123;2017;0091;Stadtteil;Neuostheim;78;31
645;2017;0060;Stadtteil;Sandhofen;35;178
646;2017;0060;Stadtteil;Sandhofen;36;191
648;2017;0060;Stadtteil;Sandhofen;38;180
650;2017;0060;Stadtteil;Sandhofen;40;149
659;2017;0060;Stadtteil;Sandhofen;49;262
662;2017;0060;Stadtteil;Sandhofen;52;222
663;2017;0060;Stadtteil;Sandhofen;53;250
664;2017;0060;Stadtteil;Sandhofen;54;251
669;2017;0060;Stadtteil;Sandhofen;59;189
672;2017;0060;Stadtteil;Sandhofen;62;164
673;2017;0060;Stadtteil;Sandhofen;63;139
679;2017;0060;Stadtteil;Sandhofen;69;167
680;2017;0060;Stadtteil;Sandhofen;70;151
684;2017;0060;Stadtteil;Sandhofen;74;103
693;2017;0060;Stadtteil;Sandhofen;83;88
694;2017;0060;Stadtteil;Sandhofen;84;65
697;2017;0070;Stadtteil;Schönau;0;130
708;2017;0070;Stadtteil;Schönau;11;149
721;2017;0070;Stadtteil;Schönau;24;179
722;2017;0070;Stadtteil;Schönau;25;167
723;2017;0070;Stadtteil;Schönau;26;181
724;2017;0070;Stadtteil;Schönau;27;157
729;2017;0070;Stadtteil;Schönau;32;151
733;2017;0070;Stadtteil;Schönau;36;159
734;2017;0070;Stadtteil;Schönau;37;176
736;2017;0070;Stadtteil;Schönau;39;157
740;2017;0070;Stadtteil;Schönau;43;160
742;2017;0070;Stadtteil;Schönau;45;191
745;2017;0070;Stadtteil;Schönau;48;200
756;2017;0070;Stadtteil;Schönau;59;201
758;2017;0070;Stadtteil;Schönau;61;175
760;2017;0070;Stadtteil;Schönau;63;186
761;2017;0070;Stadtteil;Schönau;64;140
762;2017;0070;Stadtteil;Schönau;65;181
773;2017;0070;Stadtteil;Schönau;76;97
774;2017;0070;Stadtteil;Schönau;77;121
781;2017;0070;Stadtteil;Schönau;84;46
782;2017;0070;Stadtteil;Schönau;85-89;187
784;2017;0081;Stadtteil;Waldhof;0;142
788;2017;0081;Stadtteil;Waldhof;4;123
791;2017;0081;Stadtteil;Waldhof;7;126
792;2017;0081;Stadtteil;Waldhof;8;107
798;2017;0081;Stadtteil;Waldhof;14;110
800;2017;0081;Stadtteil;Waldhof;16;122
802;2017;0081;Stadtteil;Waldhof;18;123
803;2017;0081;Stadtteil;Waldhof;19;120
804;2017;0081;Stadtteil;Waldhof;20;129
805;2017;0081;Stadtteil;Waldhof;21;126
809;2017;0081;Stadtteil;Waldhof;25;182
814;2017;0081;Stadtteil;Waldhof;30;197
817;2017;0081;Stadtteil;Waldhof;33;165
818;2017;0081;Stadtteil;Waldhof;34;195
819;2017;0081;Stadtteil;Waldhof;35;152
824;2017;0081;Stadtteil;Waldhof;40;148
825;2017;0081;Stadtteil;Waldhof;41;155
830;2017;0081;Stadtteil;Waldhof;46;123
831;2017;0081;Stadtteil;Waldhof;47;151
832;2017;0081;Stadtteil;Waldhof;48;167
833;2017;0081;Stadtteil;Waldhof;49;164
836;2017;0081;Stadtteil;Waldhof;52;175
837;2017;0081;Stadtteil;Waldhof;53;178
842;2017;0081;Stadtteil;Waldhof;58;149
843;2017;0081;Stadtteil;Waldhof;59;130
849;2017;0081;Stadtteil;Waldhof;65;115
853;2017;0081;Stadtteil;Waldhof;69;88
854;2017;0081;Stadtteil;Waldhof;70;84
858;2017;0081;Stadtteil;Waldhof;74;67
859;2017;0081;Stadtteil;Waldhof;75;75
861;2017;0081;Stadtteil;Waldhof;77;93
862;2017;0081;Stadtteil;Waldhof;78;92
864;2017;0081;Stadtteil;Waldhof;80;78
869;2017;0081;Stadtteil;Waldhof;85-89;188
872;2017;0082;Stadtteil;Gartenstadt;1;100
873;2017;0082;Stadtteil;Gartenstadt;2;79
874;2017;0082;Stadtteil;Gartenstadt;3;89
880;2017;0082;Stadtteil;Gartenstadt;9;102
881;2017;0082;Stadtteil;Gartenstadt;10;94
882;2017;0082;Stadtteil;Gartenstadt;11;96
886;2017;0082;Stadtteil;Gartenstadt;15;109
887;2017;0082;Stadtteil;Gartenstadt;16;106
888;2017;0082;Stadtteil;Gartenstadt;17;126
890;2017;0082;Stadtteil;Gartenstadt;19;98
891;2017;0082;Stadtteil;Gartenstadt;20;117
904;2017;0082;Stadtteil;Gartenstadt;33;86
908;2017;0082;Stadtteil;Gartenstadt;37;113
913;2017;0082;Stadtteil;Gartenstadt;42;123
914;2017;0082;Stadtteil;Gartenstadt;43;127
915;2017;0082;Stadtteil;Gartenstadt;44;93
917;2017;0082;Stadtteil;Gartenstadt;46;154
921;2017;0082;Stadtteil;Gartenstadt;50;166
923;2017;0082;Stadtteil;Gartenstadt;52;204
924;2017;0082;Stadtteil;Gartenstadt;53;190
927;2017;0082;Stadtteil;Gartenstadt;56;191
928;2017;0082;Stadtteil;Gartenstadt;57;185
929;2017;0082;Stadtteil;Gartenstadt;58;136
930;2017;0082;Stadtteil;Gartenstadt;59;170
932;2017;0082;Stadtteil;Gartenstadt;61;172
935;2017;0082;Stadtteil;Gartenstadt;64;126
936;2017;0082;Stadtteil;Gartenstadt;65;118
940;2017;0082;Stadtteil;Gartenstadt;69;114
2621;2016;0042;Stadtteil;Schwetzingerstadt;10;47
2630;2016;0042;Stadtteil;Schwetzingerstadt;19;131
2632;2016;0042;Stadtteil;Schwetzingerstadt;21;203
2639;2016;0042;Stadtteil;Schwetzingerstadt;28;323
2642;2016;0042;Stadtteil;Schwetzingerstadt;31;223
2647;2016;0042;Stadtteil;Schwetzingerstadt;36;193
2649;2016;0042;Stadtteil;Schwetzingerstadt;38;177
2658;2016;0042;Stadtteil;Schwetzingerstadt;47;144
2659;2016;0042;Stadtteil;Schwetzingerstadt;48;150
2661;2016;0042;Stadtteil;Schwetzingerstadt;50;120
2662;2016;0042;Stadtteil;Schwetzingerstadt;51;153
2664;2016;0042;Stadtteil;Schwetzingerstadt;53;128
2666;2016;0042;Stadtteil;Schwetzingerstadt;55;124
2672;2016;0042;Stadtteil;Schwetzingerstadt;61;72
2677;2016;0042;Stadtteil;Schwetzingerstadt;66;83
2679;2016;0042;Stadtteil;Schwetzingerstadt;68;84
2682;2016;0042;Stadtteil;Schwetzingerstadt;71;51
2683;2016;0042;Stadtteil;Schwetzingerstadt;72;65
2685;2016;0042;Stadtteil;Schwetzingerstadt;74;66
2686;2016;0042;Stadtteil;Schwetzingerstadt;75;68
2689;2016;0042;Stadtteil;Schwetzingerstadt;78;55
2692;2016;0042;Stadtteil;Schwetzingerstadt;81;45
2697;2016;0042;Stadtteil;Schwetzingerstadt;90+;66
2698;2016;0050;Stadtteil;Lindenhof;0;172
2708;2016;0050;Stadtteil;Lindenhof;10;58
2710;2016;0050;Stadtteil;Lindenhof;12;72
2723;2016;0050;Stadtteil;Lindenhof;25;229
2728;2016;0050;Stadtteil;Lindenhof;30;272
2735;2016;0050;Stadtteil;Lindenhof;37;234
2737;2016;0050;Stadtteil;Lindenhof;39;182
2740;2016;0050;Stadtteil;Lindenhof;42;165
2743;2016;0050;Stadtteil;Lindenhof;45;185
2744;2016;0050;Stadtteil;Lindenhof;46;145
2753;2016;0050;Stadtteil;Lindenhof;55;167
2756;2016;0050;Stadtteil;Lindenhof;58;123
2763;2016;0050;Stadtteil;Lindenhof;65;110
2765;2016;0050;Stadtteil;Lindenhof;67;109
2766;2016;0050;Stadtteil;Lindenhof;68;117
2768;2016;0050;Stadtteil;Lindenhof;70;100
2771;2016;0050;Stadtteil;Lindenhof;73;123
2777;2016;0050;Stadtteil;Lindenhof;79;129
2780;2016;0050;Stadtteil;Lindenhof;82;79
2785;2016;0060;Stadtteil;Sandhofen;0;142
2798;2016;0060;Stadtteil;Sandhofen;13;100
2801;2016;0060;Stadtteil;Sandhofen;16;129
2805;2016;0060;Stadtteil;Sandhofen;20;156
2806;2016;0060;Stadtteil;Sandhofen;21;134
2808;2016;0060;Stadtteil;Sandhofen;23;165
2816;2016;0060;Stadtteil;Sandhofen;31;160
2818;2016;0060;Stadtteil;Sandhofen;33;182
2819;2016;0060;Stadtteil;Sandhofen;34;176
2825;2016;0060;Stadtteil;Sandhofen;40;168
2828;2016;0060;Stadtteil;Sandhofen;43;182
2838;2016;0060;Stadtteil;Sandhofen;53;248
2840;2016;0060;Stadtteil;Sandhofen;55;241
2841;2016;0060;Stadtteil;Sandhofen;56;210
2846;2016;0060;Stadtteil;Sandhofen;61;166
2850;2016;0060;Stadtteil;Sandhofen;65;157
2854;2016;0060;Stadtteil;Sandhofen;69;152
2856;2016;0060;Stadtteil;Sandhofen;71;106
2858;2016;0060;Stadtteil;Sandhofen;73;105
2863;2016;0060;Stadtteil;Sandhofen;78;140
2872;2016;0070;Stadtteil;Schönau;0;128
2877;2016;0070;Stadtteil;Schönau;5;125
2879;2016;0070;Stadtteil;Schönau;7;129
2880;2016;0070;Stadtteil;Schönau;8;123
2881;2016;0070;Stadtteil;Schönau;9;142
2882;2016;0070;Stadtteil;Schönau;10;150
2883;2016;0070;Stadtteil;Schönau;11;124
2886;2016;0070;Stadtteil;Schönau;14;140
2893;2016;0070;Stadtteil;Schönau;21;151
2896;2016;0070;Stadtteil;Schönau;24;175
2903;2016;0070;Stadtteil;Schönau;31;152
2904;2016;0070;Stadtteil;Schönau;32;149
2908;2016;0070;Stadtteil;Schönau;36;177
2909;2016;0070;Stadtteil;Schönau;37;139
2910;2016;0070;Stadtteil;Schönau;38;160
2913;2016;0070;Stadtteil;Schönau;41;157
2919;2016;0070;Stadtteil;Schönau;47;203
2922;2016;0070;Stadtteil;Schönau;50;200
2931;2016;0070;Stadtteil;Schönau;59;169
2932;2016;0070;Stadtteil;Schönau;60;178
2943;2016;0070;Stadtteil;Schönau;71;75
2950;2016;0070;Stadtteil;Schönau;78;101
2954;2016;0070;Stadtteil;Schönau;82;65
2956;2016;0070;Stadtteil;Schönau;84;67
2957;2016;0070;Stadtteil;Schönau;85-89;194
2958;2016;0070;Stadtteil;Schönau;90+;74
2961;2016;0081;Stadtteil;Waldhof;2;118
2964;2016;0081;Stadtteil;Waldhof;5;116
2971;2016;0081;Stadtteil;Waldhof;12;103
2973;2016;0081;Stadtteil;Waldhof;14;95
2974;2016;0081;Stadtteil;Waldhof;15;118
2980;2016;0081;Stadtteil;Waldhof;21;151
2981;2016;0081;Stadtteil;Waldhof;22;136
2985;2016;0081;Stadtteil;Waldhof;26;193
2986;2016;0081;Stadtteil;Waldhof;27;173
2990;2016;0081;Stadtteil;Waldhof;31;173
2992;2016;0081;Stadtteil;Waldhof;33;191
2998;2016;0081;Stadtteil;Waldhof;39;149
1129;2017;0091;Stadtteil;Neuostheim;84;9
1130;2017;0091;Stadtteil;Neuostheim;85-89;41
1134;2017;0092;Stadtteil;Neuhermsheim;2;44
1137;2017;0092;Stadtteil;Neuhermsheim;5;44
1138;2017;0092;Stadtteil;Neuhermsheim;6;52
1141;2017;0092;Stadtteil;Neuhermsheim;9;48
1145;2017;0092;Stadtteil;Neuhermsheim;13;51
1148;2017;0092;Stadtteil;Neuhermsheim;16;34
1150;2017;0092;Stadtteil;Neuhermsheim;18;54
1151;2017;0092;Stadtteil;Neuhermsheim;19;59
1156;2017;0092;Stadtteil;Neuhermsheim;24;45
1157;2017;0092;Stadtteil;Neuhermsheim;25;46
1158;2017;0092;Stadtteil;Neuhermsheim;26;43
1159;2017;0092;Stadtteil;Neuhermsheim;27;43
1160;2017;0092;Stadtteil;Neuhermsheim;28;45
1162;2017;0092;Stadtteil;Neuhermsheim;30;57
1175;2017;0092;Stadtteil;Neuhermsheim;43;73
1178;2017;0092;Stadtteil;Neuhermsheim;46;105
1184;2017;0092;Stadtteil;Neuhermsheim;52;83
1188;2017;0092;Stadtteil;Neuhermsheim;56;60
1190;2017;0092;Stadtteil;Neuhermsheim;58;67
1198;2017;0092;Stadtteil;Neuhermsheim;66;37
1204;2017;0092;Stadtteil;Neuhermsheim;72;35
1205;2017;0092;Stadtteil;Neuhermsheim;73;37
1206;2017;0092;Stadtteil;Neuhermsheim;74;29
1207;2017;0092;Stadtteil;Neuhermsheim;75;28
1210;2017;0092;Stadtteil;Neuhermsheim;78;36
1212;2017;0092;Stadtteil;Neuhermsheim;80;29
1215;2017;0092;Stadtteil;Neuhermsheim;83;21
1218;2017;0092;Stadtteil;Neuhermsheim;90+;45
1222;2017;0101;Stadtteil;Seckenheim;3;125
1225;2017;0101;Stadtteil;Seckenheim;6;113
1233;2017;0101;Stadtteil;Seckenheim;14;125
1234;2017;0101;Stadtteil;Seckenheim;15;137
1237;2017;0101;Stadtteil;Seckenheim;18;169
1242;2017;0101;Stadtteil;Seckenheim;23;159
1248;2017;0101;Stadtteil;Seckenheim;29;134
1249;2017;0101;Stadtteil;Seckenheim;30;179
1250;2017;0101;Stadtteil;Seckenheim;31;163
1252;2017;0101;Stadtteil;Seckenheim;33;134
1253;2017;0101;Stadtteil;Seckenheim;34;149
1254;2017;0101;Stadtteil;Seckenheim;35;181
1255;2017;0101;Stadtteil;Seckenheim;36;165
1256;2017;0101;Stadtteil;Seckenheim;37;153
1263;2017;0101;Stadtteil;Seckenheim;44;184
1264;2017;0101;Stadtteil;Seckenheim;45;188
1265;2017;0101;Stadtteil;Seckenheim;46;183
1270;2017;0101;Stadtteil;Seckenheim;51;233
1273;2017;0101;Stadtteil;Seckenheim;54;221
1275;2017;0101;Stadtteil;Seckenheim;56;224
1280;2017;0101;Stadtteil;Seckenheim;61;148
1281;2017;0101;Stadtteil;Seckenheim;62;146
1283;2017;0101;Stadtteil;Seckenheim;64;140
1288;2017;0101;Stadtteil;Seckenheim;69;135
1290;2017;0101;Stadtteil;Seckenheim;71;92
1292;2017;0101;Stadtteil;Seckenheim;73;111
1295;2017;0101;Stadtteil;Seckenheim;76;104
1296;2017;0101;Stadtteil;Seckenheim;77;124
1297;2017;0101;Stadtteil;Seckenheim;78;110
1298;2017;0101;Stadtteil;Seckenheim;79;101
1299;2017;0101;Stadtteil;Seckenheim;80;100
1311;2017;0102;Stadtteil;Hochstätt;5;53
1313;2017;0102;Stadtteil;Hochstätt;7;58
1315;2017;0102;Stadtteil;Hochstätt;9;42
1324;2017;0102;Stadtteil;Hochstätt;18;52
1325;2017;0102;Stadtteil;Hochstätt;19;51
1326;2017;0102;Stadtteil;Hochstätt;20;44
1328;2017;0102;Stadtteil;Hochstätt;22;42
1329;2017;0102;Stadtteil;Hochstätt;23;51
1330;2017;0102;Stadtteil;Hochstätt;24;27
1331;2017;0102;Stadtteil;Hochstätt;25;49
1334;2017;0102;Stadtteil;Hochstätt;28;42
1340;2017;0102;Stadtteil;Hochstätt;34;39
1341;2017;0102;Stadtteil;Hochstätt;35;47
1342;2017;0102;Stadtteil;Hochstätt;36;38
1344;2017;0102;Stadtteil;Hochstätt;38;53
1345;2017;0102;Stadtteil;Hochstätt;39;47
1347;2017;0102;Stadtteil;Hochstätt;41;44
1348;2017;0102;Stadtteil;Hochstätt;42;40
1358;2017;0102;Stadtteil;Hochstätt;52;51
1362;2017;0102;Stadtteil;Hochstätt;56;38
1365;2017;0102;Stadtteil;Hochstätt;59;30
1366;2017;0102;Stadtteil;Hochstätt;60;29
1367;2017;0102;Stadtteil;Hochstätt;61;23
1372;2017;0102;Stadtteil;Hochstätt;66;12
1377;2017;0102;Stadtteil;Hochstätt;71;11
1382;2017;0102;Stadtteil;Hochstätt;76;13
1388;2017;0102;Stadtteil;Hochstätt;82;14
1391;2017;0102;Stadtteil;Hochstätt;85-89;22
1392;2017;0102;Stadtteil;Hochstätt;90+;8
1394;2017;0110;Stadtteil;Friedrichsfeld;1;56
1397;2017;0110;Stadtteil;Friedrichsfeld;4;41
1401;2017;0110;Stadtteil;Friedrichsfeld;8;38
1402;2017;0110;Stadtteil;Friedrichsfeld;9;33
1405;2017;0110;Stadtteil;Friedrichsfeld;12;47
1409;2017;0110;Stadtteil;Friedrichsfeld;16;42
1411;2017;0110;Stadtteil;Friedrichsfeld;18;50
1414;2017;0110;Stadtteil;Friedrichsfeld;21;57
1415;2017;0110;Stadtteil;Friedrichsfeld;22;61
1416;2017;0110;Stadtteil;Friedrichsfeld;23;65
941;2017;0082;Stadtteil;Gartenstadt;70;139
943;2017;0082;Stadtteil;Gartenstadt;72;82
945;2017;0082;Stadtteil;Gartenstadt;74;74
946;2017;0082;Stadtteil;Gartenstadt;75;97
949;2017;0082;Stadtteil;Gartenstadt;78;119
950;2017;0082;Stadtteil;Gartenstadt;79;115
957;2017;0082;Stadtteil;Gartenstadt;90+;115
958;2017;0083;Stadtteil;Luzenberg;0;38
961;2017;0083;Stadtteil;Luzenberg;3;34
964;2017;0083;Stadtteil;Luzenberg;6;27
965;2017;0083;Stadtteil;Luzenberg;7;43
966;2017;0083;Stadtteil;Luzenberg;8;36
968;2017;0083;Stadtteil;Luzenberg;10;44
969;2017;0083;Stadtteil;Luzenberg;11;46
970;2017;0083;Stadtteil;Luzenberg;12;32
973;2017;0083;Stadtteil;Luzenberg;15;37
977;2017;0083;Stadtteil;Luzenberg;19;35
984;2017;0083;Stadtteil;Luzenberg;26;52
993;2017;0083;Stadtteil;Luzenberg;35;52
994;2017;0083;Stadtteil;Luzenberg;36;55
999;2017;0083;Stadtteil;Luzenberg;41;45
1008;2017;0083;Stadtteil;Luzenberg;50;41
1009;2017;0083;Stadtteil;Luzenberg;51;50
1010;2017;0083;Stadtteil;Luzenberg;52;31
1011;2017;0083;Stadtteil;Luzenberg;53;44
1012;2017;0083;Stadtteil;Luzenberg;54;49
1014;2017;0083;Stadtteil;Luzenberg;56;43
1018;2017;0083;Stadtteil;Luzenberg;60;35
1021;2017;0083;Stadtteil;Luzenberg;63;34
1022;2017;0083;Stadtteil;Luzenberg;64;17
1025;2017;0083;Stadtteil;Luzenberg;67;18
1027;2017;0083;Stadtteil;Luzenberg;69;22
1031;2017;0083;Stadtteil;Luzenberg;73;10
1034;2017;0083;Stadtteil;Luzenberg;76;13
1035;2017;0083;Stadtteil;Luzenberg;77;8
1036;2017;0083;Stadtteil;Luzenberg;78;14
1037;2017;0083;Stadtteil;Luzenberg;79;9
1040;2017;0083;Stadtteil;Luzenberg;82;7
1041;2017;0083;Stadtteil;Luzenberg;83;7
1051;2017;0091;Stadtteil;Neuostheim;6;25
1052;2017;0091;Stadtteil;Neuostheim;7;26
1055;2017;0091;Stadtteil;Neuostheim;10;27
1058;2017;0091;Stadtteil;Neuostheim;13;21
1061;2017;0091;Stadtteil;Neuostheim;16;28
1063;2017;0091;Stadtteil;Neuostheim;18;31
1064;2017;0091;Stadtteil;Neuostheim;19;38
1066;2017;0091;Stadtteil;Neuostheim;21;38
1068;2017;0091;Stadtteil;Neuostheim;23;38
1072;2017;0091;Stadtteil;Neuostheim;27;34
1082;2017;0091;Stadtteil;Neuostheim;37;49
1087;2017;0091;Stadtteil;Neuostheim;42;36
1089;2017;0091;Stadtteil;Neuostheim;44;37
1090;2017;0091;Stadtteil;Neuostheim;45;40
1093;2017;0091;Stadtteil;Neuostheim;48;53
1099;2017;0091;Stadtteil;Neuostheim;54;39
1100;2017;0091;Stadtteil;Neuostheim;55;41
1104;2017;0091;Stadtteil;Neuostheim;59;28
1105;2017;0091;Stadtteil;Neuostheim;60;29
1107;2017;0091;Stadtteil;Neuostheim;62;29
1113;2017;0091;Stadtteil;Neuostheim;68;43
1115;2017;0091;Stadtteil;Neuostheim;70;27
1116;2017;0091;Stadtteil;Neuostheim;71;36
1121;2017;0091;Stadtteil;Neuostheim;76;22
1124;2017;0091;Stadtteil;Neuostheim;79;21
1125;2017;0091;Stadtteil;Neuostheim;80;11
1128;2017;0091;Stadtteil;Neuostheim;83;19
1131;2017;0091;Stadtteil;Neuostheim;90+;35
1136;2017;0092;Stadtteil;Neuhermsheim;4;42
1143;2017;0092;Stadtteil;Neuhermsheim;11;57
1147;2017;0092;Stadtteil;Neuhermsheim;15;54
1152;2017;0092;Stadtteil;Neuhermsheim;20;47
1153;2017;0092;Stadtteil;Neuhermsheim;21;51
1154;2017;0092;Stadtteil;Neuhermsheim;22;53
1161;2017;0092;Stadtteil;Neuhermsheim;29;49
1165;2017;0092;Stadtteil;Neuhermsheim;33;65
1167;2017;0092;Stadtteil;Neuhermsheim;35;50
1168;2017;0092;Stadtteil;Neuhermsheim;36;43
1172;2017;0092;Stadtteil;Neuhermsheim;40;68
1179;2017;0092;Stadtteil;Neuhermsheim;47;71
1180;2017;0092;Stadtteil;Neuhermsheim;48;92
1182;2017;0092;Stadtteil;Neuhermsheim;50;89
1185;2017;0092;Stadtteil;Neuhermsheim;53;85
1187;2017;0092;Stadtteil;Neuhermsheim;55;74
1189;2017;0092;Stadtteil;Neuhermsheim;57;69
1191;2017;0092;Stadtteil;Neuhermsheim;59;71
1194;2017;0092;Stadtteil;Neuhermsheim;62;60
1196;2017;0092;Stadtteil;Neuhermsheim;64;42
1197;2017;0092;Stadtteil;Neuhermsheim;65;34
1200;2017;0092;Stadtteil;Neuhermsheim;68;33
1201;2017;0092;Stadtteil;Neuhermsheim;69;38
1202;2017;0092;Stadtteil;Neuhermsheim;70;38
1203;2017;0092;Stadtteil;Neuhermsheim;71;39
1208;2017;0092;Stadtteil;Neuhermsheim;76;39
1216;2017;0092;Stadtteil;Neuhermsheim;84;14
1217;2017;0092;Stadtteil;Neuhermsheim;85-89;95
1219;2017;0101;Stadtteil;Seckenheim;0;124
1220;2017;0101;Stadtteil;Seckenheim;1;116
1224;2017;0101;Stadtteil;Seckenheim;5;104
1226;2017;0101;Stadtteil;Seckenheim;7;115
1229;2017;0101;Stadtteil;Seckenheim;10;112
3001;2016;0081;Stadtteil;Waldhof;42;150
3003;2016;0081;Stadtteil;Waldhof;44;149
3005;2016;0081;Stadtteil;Waldhof;46;145
3006;2016;0081;Stadtteil;Waldhof;47;165
3016;2016;0081;Stadtteil;Waldhof;57;148
3020;2016;0081;Stadtteil;Waldhof;61;104
3032;2016;0081;Stadtteil;Waldhof;73;68
3033;2016;0081;Stadtteil;Waldhof;74;75
3034;2016;0081;Stadtteil;Waldhof;75;102
3041;2016;0081;Stadtteil;Waldhof;82;77
3043;2016;0081;Stadtteil;Waldhof;84;49
3047;2016;0082;Stadtteil;Gartenstadt;1;78
3051;2016;0082;Stadtteil;Gartenstadt;5;88
3052;2016;0082;Stadtteil;Gartenstadt;6;83
3054;2016;0082;Stadtteil;Gartenstadt;8;104
3056;2016;0082;Stadtteil;Gartenstadt;10;93
3066;2016;0082;Stadtteil;Gartenstadt;20;125
3073;2016;0082;Stadtteil;Gartenstadt;27;119
